I.Q. (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Fish Called Wanda, A (1988)|Wrong Trousers, The (1993)|Good, The Bad and The Ugly, The (1966)|Army of Darkness (1993)|Grand Day Out, A (1992)|Jerry Maguire (1996)
Babe (1995)|Spitfire Grill, The (1996)|Smilla's Sense of Snow (1997)|When the Cats Away (Chacun cherche son chat) (1996)|Good Will Hunting (1997)|Lost Highway (1997)|Bean (1997)|Heavy (1995)|Tin Men (1987)|Mrs. Dalloway (1997)
Muppet Treasure Island (1996)|Bad Boys (1995)|Sleepless in Seattle (1993)|Aladdin (1992)|Blues Brothers, The (1980)|Desperate Measures (1998)|Matilda (1996)|Some Like It Hot (1959)|Little Lord Fauntleroy (1936)|Faithful (1996)
Mighty Aphrodite (1995)|Striptease (1996)|Indiana Jones and the Last Crusade (1989)|Devil's Own, The (1997)|Austin Powers: International Man of Mystery (1997)|Tin Cup (1996)|Free Willy 3: The Rescue (1997)|Down by Law (1986)|In the Line of Fire (1993)|When We Were Kings (1996)
Professional, The (1994)|Mask, The (1994)|Free Willy (1993)|Private Benjamin (1980)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Heavenly Creatures (1994)|Village of the Damned (1995)|City Slickers II: The Legend of Curly's Gold (1994)|Coneheads (1993)
I.Q. (1994)|Spitfire Grill, The (1996)|Sabrina (1995)|Hoodlum (1997)|Cop Land (1997)|Kiss the Girls (1997)|White Man's Burden (1995)|Wild Bill (1995)|Leave It to Beaver (1997)|You So Crazy (1994)
Star Trek VI: The Undiscovered Country (1991)|Gattaca (1997)|Midnight in the Garden of Good and Evil (1997)|Prophecy II, The (1998)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Benny & Joon (1993)|You So Crazy (1994)
Striptease (1996)|Apocalypse Now (1979)|When the Cats Away (Chacun cherche son chat) (1996)|Contact (1997)|Donnie Brasco (1997)|Free Willy 3: The Rescue (1997)|Streetcar Named Desire, A (1951)|Head Above Water (1996)|2 Days in the Valley (1996)|Malice (1993)
Blues Brothers, The (1980)|Starship Troopers (1997)|In & Out (1997)|Ulee's Gold (1997)|Gandhi (1982)|All About Eve (1950)|Crying Game, The (1992)|Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)|Ran (1985)|M (1931)
Muppet Treasure Island (1996)|Bad Boys (1995)|Apollo 13 (1995)|I.Q. (1994)|Delicatessen (1991)|Ridicule (1996)|Beavis and Butt-head Do America (1996)|Batman & Robin (1997)|Hoodlum (1997)|Vampire in Brooklyn (1995)
Men in Black (1997)|Donnie Brasco (1997)|Kiss the Girls (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)
Santa Clause, The (1994)|Gone with the Wind (1939)|Wrong Trousers, The (1993)|Fly Away Home (1996)|Roman Holiday (1953)|Rebel Without a Cause (1955)|Addicted to Love (1997)|American in Paris, An (1951)|To Gillian on Her 37th Birthday (1996)|Before Sunrise (1995)
Lone Star (1996)|Apocalypse Now (1979)|Batman & Robin (1997)|Heat (1995)|Schindler's List (1993)|Pinocchio (1940)|Vampire in Brooklyn (1995)|That Thing You Do! (1996)|Love Jones (1997)|Ghost and Mrs. Muir, The (1947)
Toy Story (1995)|Muppet Treasure Island (1996)|Santa Clause, The (1994)|Aladdin (1992)|Cold Comfort Farm (1995)|Sound of Music, The (1965)|Delicatessen (1991)|Blues Brothers, The (1980)|Short Cuts (1993)|Walk in the Clouds, A (1995)
Muppet Treasure Island (1996)|Sleepless in Seattle (1993)|Blues Brothers, The (1980)|Evil Dead II (1987)|River Wild, The (1994)|Secrets & Lies (1996)|G.I. Jane (1997)|Philadelphia Story, The (1940)|Around the World in 80 Days (1956)|Touch of Evil (1958)
Rumble in the Bronx (1995)|Ed Wood (1994)|Forrest Gump (1994)|Free Willy (1993)|Jurassic Park (1993)|Terminator, The (1984)|Sabrina (1995)|Maltese Falcon, The (1941)|Kalifornia (1993)|Casino (1995)
Hudsucker Proxy, The (1994)|Delicatessen (1991)|Apocalypse Now (1979)|Sting, The (1973)|This Is Spinal Tap (1984)|True Lies (1994)|Fantasia (1940)|Wes Craven's New Nightmare (1994)|Dark City (1998)|Higher Learning (1995)
Anastasia (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|Tomorrow Never Dies (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Snow White and the Seven Dwarfs (1937)|Operation Dumbo Drop (1995)|Apocalypse Now (1979)|Hoodlum (1997)|Pinocchio (1940)|Tombstone (1993)|Hunchback of Notre Dame, The (1996)|Benny & Joon (1993)|Beautiful Girls (1996)
I.Q. (1994)|Professional, The (1994)|Santa Clause, The (1994)|Home Alone (1990)|Aladdin (1992)|Dances with Wolves (1990)|Jude (1996)|Empire Strikes Back, The (1980)|GoodFellas (1990)|Smoke (1995)
Legends of the Fall (1994)|Free Willy (1993)|Brazil (1985)|Transformers: The Movie, The (1986)|North by Northwest (1959)|Bonnie and Clyde (1967)|Annie Hall (1977)|Village of the Damned (1995)|Wes Craven's New Nightmare (1994)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Jaws (1975)|Wings of the Dove, The (1997)|Trainspotting (1996)|Vampire in Brooklyn (1995)|Hunchback of Notre Dame, The (1996)|Last Supper, The (1995)|Ghost and Mrs. Muir, The (1947)|Ghosts of Mississippi (1996)
Rock, The (1996)|Breaking the Waves (1996)|Emma (1996)|Hoodlum (1997)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Crow: City of Angels, The (1996)|Amistad (1997)|You So Crazy (1994)
Searching for Bobby Fischer (1993)|Striptease (1996)|Army of Darkness (1993)|Pink Floyd - The Wall (1982)|Scream (1996)|Rosewood (1997)|My Left Foot (1989)|Shine (1996)|Kalifornia (1993)|Chinatown (1974)
unknown|Ulee's Gold (1997)|Apostle, The (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Saint, The (1997)|Mr. Magoo (1997)|Great Expectations (1998)|Hugo Pool (1997)
Diabolique (1996)|Lone Star (1996)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Raiders of the Lost Ark (1981)|Ghost (1990)|Tombstone (1993)|Ben-Hur (1959)|Made in America (1993)|Threesome (1994)
Independence Day (ID4) (1996)|Unhook the Stars (1996)|Citizen Ruth (1996)|Nutty Professor, The (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Benny & Joon (1993)|Touch (1997)|Flower of My Secret, The (Flor de mi secreto, La) (1995)
Private Benjamin (1980)|Henry V (1989)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)|Benny & Joon (1993)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Marvin's Room (1996)|Ulee's Gold (1997)|Crash (1996)|Cop Land (1997)|Fallen (1998)|Wonderland (1997)|Wishmaster (1997)|Saint, The (1997)|Half Baked (1998)
Babe (1995)|Operation Dumbo Drop (1995)|Sense and Sensibility (1995)|Donnie Brasco (1997)|Hoodlum (1997)|Kiss the Girls (1997)|One Flew Over the Cuckoo's Nest (1975)|Mary Shelley's Frankenstein (1994)|Wes Craven's New Nightmare (1994)|Benny & Joon (1993)
Rumble in the Bronx (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Girl 6 (1996)|Escape from L.A. (1996)|Shooter, The (1995)|War, The (1994)|You So Crazy (1994)
Muppet Treasure Island (1996)|Aladdin (1992)|Sleeper (1973)|Princess Bride, The (1987)|Austin Powers: International Man of Mystery (1997)|Dangerous Minds (1995)|Man Without a Face, The (1993)|Super Mario Bros. (1993)|Tombstone (1993)|Shiloh (1997)
River Wild, The (1994)|Tin Cup (1996)|Secrets & Lies (1996)|Mother (1996)|Murder at 1600 (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|You So Crazy (1994)
Marvin's Room (1996)|Deceiver (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|I Know What You Did Last Summer (1997)
Turbo: A Power Rangers Movie (1997)|Sense and Sensibility (1995)|Hoodlum (1997)|Mother (1996)|Cop Land (1997)|Jack (1996)|Traveller (1997)|Benny & Joon (1993)|Love Jones (1997)|Career Girls (1997)
Bad Boys (1995)|Home Alone (1990)|GoodFellas (1990)|Right Stuff, The (1983)|Field of Dreams (1989)|Citizen Ruth (1996)|Cinderella (1950)|Smoke (1995)|Casablanca (1942)|Hour of the Pig, The (1993)
Kolya (1996)|Donnie Brasco (1997)|Fly Away Home (1996)|Dante's Peak (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Thousand Acres, A (1997)|You So Crazy (1994)
Swingers (1996)|Mirror Has Two Faces, The (1996)|Citizen Ruth (1996)|Bed of Roses (1996)|Tin Cup (1996)|Pretty Woman (1990)|Last Supper, The (1995)|Farewell My Concubine (1993)|Angus (1995)|Falling in Love Again (1980)
I.Q. (1994)|Hudsucker Proxy, The (1994)|Jurassic Park (1993)|Return of the Pink Panther, The (1974)|Jean de Florette (1986)|Donnie Brasco (1997)|Cinderella (1950)|Sabrina (1954)|Rear Window (1954)|High Noon (1952)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Usual Suspects, The (1995)|Rumble in the Bronx (1995)|Spitfire Grill, The (1996)|Citizen Ruth (1996)|Last of the Mohicans, The (1992)|Sabrina (1995)|Scream (1996)|Jane Eyre (1996)|Benny & Joon (1993)
Pillow Book, The (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)|Head Above Water (1996)|You So Crazy (1994)
Spitfire Grill, The (1996)|Fish Called Wanda, A (1988)|Blues Brothers, The (1980)|Terminator, The (1984)|Men in Black (1997)|James and the Giant Peach (1996)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)|You So Crazy (1994)
I.Q. (1994)|Spitfire Grill, The (1996)|Delicatessen (1991)|Princess Bride, The (1987)|Brazil (1985)|Good, The Bad and The Ugly, The (1966)|Sting, The (1973)|Nikita (La Femme Nikita) (1990)|Chasing Amy (1997)|Fog, The (1980)
Outbreak (1995)|Crow, The (1994)|Breakfast at Tiffany's (1961)|Private Benjamin (1980)|Dead Poets Society (1989)|Marvin's Room (1996)|Air Force One (1997)|Big Sleep, The (1946)|Heavenly Creatures (1994)|You So Crazy (1994)
Men in Black (1997)|Marvin's Room (1996)|In & Out (1997)|Crash (1996)|Cop Land (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|You So Crazy (1994)
Muppet Treasure Island (1996)|Kansas City (1996)|Gone with the Wind (1939)|Right Stuff, The (1983)|Terminator, The (1984)|Evil Dead II (1987)|Field of Dreams (1989)|Time to Kill, A (1996)|Boys on the Side (1995)|Shiloh (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Mighty Aphrodite (1995)|Kids in the Hall: Brain Candy (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)
Postino, Il (1994)|Men in Black (1997)|Sense and Sensibility (1995)|Scream (1996)|Promesse, La (1996)|Mad City (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)
Dirty Dancing (1987)|Air Force One (1997)|Apartment, The (1960)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Blown Away (1994)|City Slickers II: The Legend of Curly's Gold (1994)|American in Paris, An (1951)|M (1931)
Babe (1995)|Snow White and the Seven Dwarfs (1937)|Lone Star (1996)|Spitfire Grill, The (1996)|GoodFellas (1990)|Right Stuff, The (1983)|In & Out (1997)|Vertigo (1958)|Treasure of the Sierra Madre, The (1948)|Paradise Road (1997)
Muppet Treasure Island (1996)|I.Q. (1994)|Spitfire Grill, The (1996)|Citizen Kane (1941)|Sound of Music, The (1965)|Princess Bride, The (1987)|Apocalypse Now (1979)|GoodFellas (1990)|This Is Spinal Tap (1984)|Coneheads (1993)
Dances with Wolves (1990)|Supercop (1992)|Gone with the Wind (1939)|In & Out (1997)|Spy Hard (1996)|Aladdin and the King of Thieves (1996)|Killing Fields, The (1984)|American in Paris, An (1951)|Meet Me in St. Louis (1944)|Touch of Evil (1958)
Crow, The (1994)|Aladdin (1992)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Monty Python and the Holy Grail (1974)|Clockwork Orange, A (1971)|Nikita (La Femme Nikita) (1990)|In the Name of the Father (1993)|Around the World in 80 Days (1956)|Third Man, The (1949)|American in Paris, An (1951)
Remains of the Day, The (1993)|Cold Comfort Farm (1995)|Sleeper (1973)|Return of the Pink Panther, The (1974)|Brazil (1985)|Sting, The (1973)|Heavyweights (1994)|Some Like It Hot (1959)|Ben-Hur (1959)|Sophie's Choice (1982)
Chasing Amy (1997)|Cop Land (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Saint, The (1997)|You So Crazy (1994)
Billy Madison (1995)|Jurassic Park (1993)|Turbo: A Power Rangers Movie (1997)|Deceiver (1997)|Midnight in the Garden of Good and Evil (1997)|Casablanca (1942)|My Fair Lady (1964)|Sex, Lies, and Videotape (1989)|Philadelphia (1993)|Until the End of the World (Bis ans Ende der Welt) (1991)
unknown|Ice Storm, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Rainmaker, The (1997)|Midnight in the Garden of Good and Evil (1997)|Apt Pupil (1998)|Mother (1996)|Kiss the Girls (1997)|Mr. Magoo (1997)|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)
Braveheart (1995)|Crow, The (1994)|Sleepless in Seattle (1993)|Princess Bride, The (1987)|Return of the Jedi (1983)|Secrets & Lies (1996)|Donnie Brasco (1997)|Midnight in the Garden of Good and Evil (1997)|African Queen, The (1951)|Annie Hall (1977)
Good Will Hunting (1997)|Sense and Sensibility (1995)|Secrets & Lies (1996)|Cop Land (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)
Secrets & Lies (1996)|Air Force One (1997)|Mother (1996)|Mad City (1997)|My Own Private Idaho (1991)|White Man's Burden (1995)|Mary Shelley's Frankenstein (1994)|Vegas Vacation (1997)|Peacemaker, The (1997)|You So Crazy (1994)
Terminator 2: Judgment Day (1991)|Cinema Paradiso (1988)|Apocalypse Now (1979)|This Is Spinal Tap (1984)|Fifth Element, The (1997)|Dangerous Minds (1995)|Cinderella (1950)|Threesome (1994)|Replacement Killers, The (1998)|City of Angels (1998)
Terminator 2: Judgment Day (1991)|Dances with Wolves (1990)|Princess Bride, The (1987)|Brazil (1985)|Graduate, The (1967)|Unforgiven (1992)|Highlander (1986)|James and the Giant Peach (1996)|Inspector General, The (1949)
Copycat (1995)|Free Willy (1993)|Raiders of the Lost Ark (1981)|GoodFellas (1990)|Army of Darkness (1993)|Day the Earth Stood Still, The (1951)|James and the Giant Peach (1996)|Ben-Hur (1959)|Addicted to Love (1997)|Touch of Evil (1958)
Taxi Driver (1976)|Smilla's Sense of Snow (1997)|Men in Black (1997)|Sabrina (1995)|Up Close and Personal (1996)|Farinelli: il castrato (1994)|Fire on the Mountain (1996)|Jumanji (1995)|Rich Man's Wife, The (1996)|You So Crazy (1994)
Delicatessen (1991)|Army of Darkness (1993)|Citizen Ruth (1996)|Marvin's Room (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Wishmaster (1997)|Girl 6 (1996)|Love Jones (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Room with a View, A (1986)|Citizen Ruth (1996)|Scream (1996)|Bob Roberts (1992)|White Man's Burden (1995)|Tales from the Hood (1995)|Boxing Helena (1993)|McHale's Navy (1997)|Loch Ness (1995)
Haunted World of Edward D. Wood Jr., The (1995)|Empire Strikes Back, The (1980)|My Best Friend's Wedding (1997)|In & Out (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Saint, The (1997)|Career Girls (1997)|New Age, The (1994)
Richard III (1995)|Professional, The (1994)|Spitfire Grill, The (1996)|Empire Strikes Back, The (1980)|Terminator, The (1984)|Dead Poets Society (1989)|Citizen Ruth (1996)|Some Like It Hot (1959)|Sleepers (1996)|Nell (1994)
Muppet Treasure Island (1996)|I.Q. (1994)|Lone Star (1996)|Once Upon a Time... When We Were Colored (1995)|Up Close and Personal (1996)|River Wild, The (1994)|Hunchback of Notre Dame, The (1996)|Dark City (1998)|American President, The (1995)
Postino, Il (1994)|Rumble in the Bronx (1995)|I.Q. (1994)|Swingers (1996)|Citizen Ruth (1996)|Sabrina (1995)|Time to Kill, A (1996)|Deer Hunter, The (1978)|Interview with the Vampire (1994)|Village of the Damned (1995)
Muppet Treasure Island (1996)|Hudsucker Proxy, The (1994)|Blues Brothers, The (1980)|Cyrano de Bergerac (1990)|Pink Floyd - The Wall (1982)|Muriel's Wedding (1994)|Apartment, The (1960)|Around the World in 80 Days (1956)|Rear Window (1954)|Somewhere in Time (1980)
Blues Brothers, The (1980)|Hoodlum (1997)|My Fair Lady (1964)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|M (1931)|Boys on the Side (1995)
Striptease (1996)|Smilla's Sense of Snow (1997)|Turbo: A Power Rangers Movie (1997)|Sabrina (1995)|Restoration (1995)|Deceiver (1997)|Edge, The (1997)|Wishmaster (1997)|Beautiful Girls (1996)|Freeway (1996)
Striptease (1996)|Breaking the Waves (1996)|Jaws (1975)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Mulholland Falls (1996)|Dear God (1996)|Waiting to Exhale (1995)
Jungle2Jungle (1997)|Lost World: Jurassic Park, The (1997)|Men in Black (1997)|Kiss the Girls (1997)|Jack (1996)|White Man's Burden (1995)|Wild Bill (1995)|Blown Away (1994)|Body Snatchers (1993)|City of Angels (1998)
Twelve Monkeys (1995)|Bad Boys (1995)|Crow, The (1994)|Hudsucker Proxy, The (1994)|Ref, The (1994)|Dances with Wolves (1990)|Mr. Smith Goes to Washington (1939)|Field of Dreams (1989)|Secrets & Lies (1996)|Addiction, The (1995)
Marvin's Room (1996)|Midnight in the Garden of Good and Evil (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|G.I. Jane (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|Wolf (1994)|Wyatt Earp (1994)|Tomorrow Never Dies (1997)|That Darn Cat! (1997)
Copycat (1995)|Billy Madison (1995)|Legends of the Fall (1994)|Quiz Show (1994)|Nightmare Before Christmas, The (1993)|Dances with Wolves (1990)|Apocalypse Now (1979)|Return of the Jedi (1983)|Smoke (1995)|Man Who Would Be King, The (1975)
Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Citizen Kane (1941)|Raiders of the Lost Ark (1981)|Good, The Bad and The Ugly, The (1966)|Apocalypse Now (1979)|Bridge on the River Kwai, The (1957)|Evil Dead II (1987)|Jack (1996)|Aladdin and the King of Thieves (1996)
Men in Black (1997)|Starship Troopers (1997)|Jackie Brown (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Jackal, The (1997)|You So Crazy (1994)
Bad Boys (1995)|Spitfire Grill, The (1996)|Apocalypse Now (1979)|Jerry Maguire (1996)|Beavis and Butt-head Do America (1996)|James and the Giant Peach (1996)|Around the World in 80 Days (1956)|Third Man, The (1949)|NeverEnding Story III, The (1994)|Hour of the Pig, The (1993)
Babe (1995)|Professional, The (1994)|Private Benjamin (1980)|Terminator, The (1984)|M*A*S*H (1970)|Secrets & Lies (1996)|Down by Law (1986)|Heavenly Creatures (1994)|Dark City (1998)|Oliver & Company (1988)
Bad Boys (1995)|Billy Madison (1995)|Psycho (1960)|Field of Dreams (1989)|Pinocchio (1940)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Swiss Family Robinson (1960)|Sleepers (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Postino, Il (1994)|Striptease (1996)|Apocalypse Now (1979)|Breaking the Waves (1996)|Jaws (1975)|Kolya (1996)|Batman & Robin (1997)|Sabrina (1995)|Body Snatchers (1993)
Four Rooms (1995)|Muppet Treasure Island (1996)|Cyrano de Bergerac (1990)|Secrets & Lies (1996)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Client, The (1994)|Cinderella (1950)|Fantasia (1940)|Arsenic and Old Lace (1944)
Remains of the Day, The (1993)|Gone with the Wind (1939)|Unforgiven (1992)|unknown|Marvin's Room (1996)|Some Like It Hot (1959)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Rosewood (1997)|Promesse, La (1996)|In & Out (1997)|Ulee's Gold (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Apt Pupil (1998)|Kiss the Girls (1997)|Alien: Resurrection (1997)|Deconstructing Harry (1997)|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)
Face/Off (1997)|Apostle, The (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Quick and the Dead, The (1995)|She's So Lovely (1997)|You So Crazy (1994)
Chasing Amy (1997)|Full Monty, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Deceiver (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Murder at 1600 (1997)|Kiss the Girls (1997)|Mad City (1997)|Heavenly Creatures (1994)|Grease 2 (1982)
Free Willy (1993)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|House Arrest (1996)
Dances with Wolves (1990)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Graduate, The (1967)|Breaking the Waves (1996)|Batman (1989)|Parent Trap, The (1961)|Aladdin and the King of Thieves (1996)|Harold and Maude (1971)|Casablanca (1942)
Secrets & Lies (1996)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Devil's Advocate, The (1997)|Deceiver (1997)|Schindler's List (1993)|Jackie Brown (1997)|Jackal, The (1997)|Amistad (1997)|Time Tracers (1995)|Fathers' Day (1997)
Citizen Kane (1941)|Raiders of the Lost Ark (1981)|Psycho (1960)|Back to the Future (1985)|Men in Black (1997)|Amityville Curse, The (1990)|Some Like It Hot (1959)|Manhattan (1979)|Philadelphia (1993)|Crow: City of Angels, The (1996)
Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Jane Eyre (1996)|Waiting for Guffman (1996)|Con Air (1997)|Love! Valour! Compassion! (1997)|You So Crazy (1994)
Legends of the Fall (1994)|Glengarry Glen Ross (1992)|Brazil (1985)|Indiana Jones and the Last Crusade (1989)|Breaking the Waves (1996)|Marvin's Room (1996)|Shiloh (1997)|Switchback (1997)|Four Days in September (1997)
Apocalypse Now (1979)|Marvin's Room (1996)|Air Force One (1997)|Mother (1996)|Waterworld (1995)|White Man's Burden (1995)|Another Stakeout (1993)|Body Snatchers (1993)|Boxing Helena (1993)|Benny & Joon (1993)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Usual Suspects, The (1995)|Angels and Insects (1995)|Rumble in the Bronx (1995)|Blues Brothers 2000 (1998)|Hellraiser: Bloodline (1996)|Heavy (1995)|Shaggy Dog, The (1959)|Portrait of a Lady, The (1996)|You So Crazy (1994)
GoldenEye (1995)|Cold Comfort Farm (1995)|Swingers (1996)|Citizen Ruth (1996)|River Wild, The (1994)|Pinocchio (1940)|Wild Bill (1995)|Farinelli: il castrato (1994)|Balto (1995)|You So Crazy (1994)
White Balloon, The (1995)|Apocalypse Now (1979)|Jerry Maguire (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)
Priest (1994)|Aladdin (1992)|Terminator 2: Judgment Day (1991)|Cold Comfort Farm (1995)|Sound of Music, The (1965)|Private Benjamin (1980)|Evil Dead II (1987)|Butch Cassidy and the Sundance Kid (1969)|Last Supper, The (1995)|Real Genius (1985)
What's Eating Gilbert Grape (1993)|Bedknobs and Broomsticks (1971)|Fish Called Wanda, A (1988)|GoodFellas (1990)|Breaking the Waves (1996)|Client, The (1994)|Beverly Hills Cop III (1994)|Sabrina (1954)|Treasure of the Sierra Madre, The (1948)|Threesome (1994)
When the Cats Away (Chacun cherche son chat) (1996)|G.I. Jane (1997)|How to Be a Player (1997)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Canadian Bacon (1994)|Benny & Joon (1993)|Tie That Binds, The (1995)|You So Crazy (1994)
Legends of the Fall (1994)|Home Alone (1990)|Breakfast at Tiffany's (1961)|On Golden Pond (1981)|Private Benjamin (1980)|Delicatessen (1991)|Unforgiven (1992)|Cyrano de Bergerac (1990)|This Is Spinal Tap (1984)|House of the Spirits, The (1993)
Princess Bride, The (1987)|Ice Storm, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Sabrina (1995)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
unknown|Man Who Knew Too Little, The (1997)|Wedding Singer, The (1998)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Tomorrow Never Dies (1997)|Soul Food (1997)
Army of Darkness (1993)|Terminator, The (1984)|Cape Fear (1991)|Marvin's Room (1996)|Hoodlum (1997)|G.I. Jane (1997)|187 (1997)|One Flew Over the Cuckoo's Nest (1975)|Butch Cassidy and the Sundance Kid (1969)|Fair Game (1995)
Last of the Mohicans, The (1992)|Steel (1997)|Rainmaker, The (1997)|House of Yes, The (1997)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Benny & Joon (1993)|Burnt By the Sun (1994)|Underworld (1997)|You So Crazy (1994)
