I.Q. (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|Wrong Trousers, The (1993)|Empire Strikes Back, The (1980)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Star Trek: First Contact (1996)
Twelve Monkeys (1995)|Ed Wood (1994)|Jurassic Park (1993)|Gone with the Wind (1939)|Unbearable Lightness of Being, The (1988)|Sabrina (1995)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Maltese Falcon, The (1941)|Around the World in 80 Days (1956)|Casino (1995)
Delicatessen (1991)|Good, The Bad and The Ugly, The (1966)|Apocalypse Now (1979)|Sting, The (1973)|This Is Spinal Tap (1984)|Three Musketeers, The (1993)|Dumb & Dumber (1994)|Crooklyn (1994)|Inspector General, The (1949)|Dracula: Dead and Loving It (1995)
Anastasia (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|Tomorrow Never Dies (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Snow White and the Seven Dwarfs (1937)|Operation Dumbo Drop (1995)|Apocalypse Now (1979)|Citizen Ruth (1996)|Hoodlum (1997)|Pinocchio (1940)|Tombstone (1993)|Hunchback of Notre Dame, The (1996)|Benny & Joon (1993)
I.Q. (1994)|Professional, The (1994)|Santa Clause, The (1994)|Remains of the Day, The (1993)|Aladdin (1992)|Dances with Wolves (1990)|Jude (1996)|Empire Strikes Back, The (1980)|Patton (1970)|Vertigo (1958)
Jurassic Park (1993)|Dances with Wolves (1990)|Spitfire Grill, The (1996)|GoodFellas (1990)|Cyrano de Bergerac (1990)|Transformers: The Movie, The (1986)|To Kill a Mockingbird (1962)|Roman Holiday (1953)|Rebel Without a Cause (1955)|Annie Hall (1977)
Taxi Driver (1976)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Wings of the Dove, The (1997)|Man Who Knew Too Little, The (1997)|Trainspotting (1996)|Last Supper, The (1995)|Trigger Effect, The (1996)|Ghost and Mrs. Muir, The (1947)|Ghosts of Mississippi (1996)
Rock, The (1996)|Breaking the Waves (1996)|Emma (1996)|Hoodlum (1997)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Crow: City of Angels, The (1996)|Amistad (1997)|You So Crazy (1994)
Searching for Bobby Fischer (1993)|Striptease (1996)|Army of Darkness (1993)|Pink Floyd - The Wall (1982)|Rosewood (1997)|Bronx Tale, A (1993)|My Left Foot (1989)|Shine (1996)|Kalifornia (1993)|Chinatown (1974)
unknown|Ulee's Gold (1997)|Apostle, The (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Saint, The (1997)|Mr. Magoo (1997)|Great Expectations (1998)|Hugo Pool (1997)
Star Wars (1977)|Lone Star (1996)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Right Stuff, The (1983)|Dead Poets Society (1989)|Pink Floyd - The Wall (1982)|Game, The (1997)|Ben-Hur (1959)|Made in America (1993)
Independence Day (ID4) (1996)|Unhook the Stars (1996)|Citizen Ruth (1996)|Nutty Professor, The (1996)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Benny & Joon (1993)|Touch (1997)|Flower of My Secret, The (Flor de mi secreto, La) (1995)
Private Benjamin (1980)|Henry V (1989)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)|Benny & Joon (1993)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Marvin's Room (1996)|Ulee's Gold (1997)|Crash (1996)|Cop Land (1997)|Edge, The (1997)|Wishmaster (1997)|Saint, The (1997)|Half Baked (1998)|Thousand Acres, A (1997)
Babe (1995)|Operation Dumbo Drop (1995)|Sense and Sensibility (1995)|Donnie Brasco (1997)|Hoodlum (1997)|Kiss the Girls (1997)|One Flew Over the Cuckoo's Nest (1975)|Mary Shelley's Frankenstein (1994)|Wes Craven's New Nightmare (1994)|Benny & Joon (1993)
Rumble in the Bronx (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Girl 6 (1996)|Escape from L.A. (1996)|Shooter, The (1995)|War, The (1994)|You So Crazy (1994)
Muppet Treasure Island (1996)|Aladdin (1992)|Princess Bride, The (1987)|Psycho (1960)|Evil Dead II (1987)|Raising Arizona (1987)|Aladdin and the King of Thieves (1996)|Manchurian Candidate, The (1962)|Ruling Class, The (1972)|Shiloh (1997)
River Wild, The (1994)|Tin Cup (1996)|Secrets & Lies (1996)|Mother (1996)|Murder at 1600 (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)|You So Crazy (1994)
Marvin's Room (1996)|Deceiver (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|I Know What You Did Last Summer (1997)
I.Q. (1994)|Turbo: A Power Rangers Movie (1997)|Sense and Sensibility (1995)|Hoodlum (1997)|Cop Land (1997)|Jack (1996)|Traveller (1997)|Benny & Joon (1993)|Love Jones (1997)|Career Girls (1997)
Bad Boys (1995)|Home Alone (1990)|2001: A Space Odyssey (1968)|Bedknobs and Broomsticks (1971)|GoodFellas (1990)|Right Stuff, The (1983)|Field of Dreams (1989)|Cinderella (1950)|Apartment, The (1960)|Casablanca (1942)
Kolya (1996)|Donnie Brasco (1997)|Fly Away Home (1996)|Dante's Peak (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Thousand Acres, A (1997)|You So Crazy (1994)
Usual Suspects, The (1995)|Ghost and the Darkness, The (1996)|Mirror Has Two Faces, The (1996)|Citizen Ruth (1996)|Men in Black (1997)|Good Will Hunting (1997)|Tin Cup (1996)|Dante's Peak (1997)|Basquiat (1996)|Falling in Love Again (1980)
I.Q. (1994)|Hudsucker Proxy, The (1994)|Jurassic Park (1993)|Return of the Pink Panther, The (1974)|Jean de Florette (1986)|Cinderella (1950)|Aladdin and the King of Thieves (1996)|Sabrina (1954)|Rear Window (1954)|High Noon (1952)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Usual Suspects, The (1995)|Rumble in the Bronx (1995)|True Romance (1993)|Spitfire Grill, The (1996)|Citizen Ruth (1996)|Last of the Mohicans, The (1992)|Sabrina (1995)|Jane Eyre (1996)|Benny & Joon (1993)
Pillow Book, The (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)|Head Above Water (1996)|You So Crazy (1994)
Spitfire Grill, The (1996)|Fish Called Wanda, A (1988)|Blues Brothers, The (1980)|Terminator, The (1984)|Men in Black (1997)|James and the Giant Peach (1996)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)|You So Crazy (1994)
Bad Boys (1995)|I.Q. (1994)|Spitfire Grill, The (1996)|Sound of Music, The (1965)|Delicatessen (1991)|Princess Bride, The (1987)|Brazil (1985)|Good, The Bad and The Ugly, The (1966)|Sting, The (1973)|Nikita (La Femme Nikita) (1990)
Outbreak (1995)|Crow, The (1994)|Breakfast at Tiffany's (1961)|Private Benjamin (1980)|Dead Poets Society (1989)|Marvin's Room (1996)|Air Force One (1997)|Big Sleep, The (1946)|Heavenly Creatures (1994)|You So Crazy (1994)
Men in Black (1997)|Marvin's Room (1996)|In & Out (1997)|Crash (1996)|Cop Land (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|You So Crazy (1994)
Muppet Treasure Island (1996)|Bad Boys (1995)|Nightmare Before Christmas, The (1993)|Gone with the Wind (1939)|Right Stuff, The (1983)|Terminator, The (1984)|Evil Dead II (1987)|Field of Dreams (1989)|Time to Kill, A (1996)|Client, The (1994)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Mighty Aphrodite (1995)|Kids in the Hall: Brain Candy (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Village of the Damned (1995)
Postino, Il (1994)|Men in Black (1997)|Sense and Sensibility (1995)|Scream (1996)|Promesse, La (1996)|Mad City (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)
Dirty Dancing (1987)|Air Force One (1997)|Apartment, The (1960)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|Blown Away (1994)|City Slickers II: The Legend of Curly's Gold (1994)|American in Paris, An (1951)|M (1931)
Babe (1995)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|GoodFellas (1990)|Right Stuff, The (1983)|Akira (1988)|In & Out (1997)|Vertigo (1958)|Treasure of the Sierra Madre, The (1948)|Paradise Road (1997)
Muppet Treasure Island (1996)|Taxi Driver (1976)|I.Q. (1994)|Spitfire Grill, The (1996)|Citizen Kane (1941)|Sound of Music, The (1965)|Princess Bride, The (1987)|Apocalypse Now (1979)|GoodFellas (1990)|This Is Spinal Tap (1984)
Dances with Wolves (1990)|Gone with the Wind (1939)|Monty Python and the Holy Grail (1974)|Good, The Bad and The Ugly, The (1966)|Spy Hard (1996)|Philadelphia Story, The (1940)|American in Paris, An (1951)|Touch of Evil (1958)|War Room, The (1993)|Maybe, Maybe Not (Bewegte Mann, Der) (1994)
Crow, The (1994)|Aladdin (1992)|Horseman on the Roof, The (Hussard sur le toit, Le) (1995)|Sleeper (1973)|Monty Python and the Holy Grail (1974)|Clockwork Orange, A (1971)|Nikita (La Femme Nikita) (1990)|In the Name of the Father (1993)|Ben-Hur (1959)|American in Paris, An (1951)
Spitfire Grill, The (1996)|Private Benjamin (1980)|Brazil (1985)|Sting, The (1973)|Terminator, The (1984)|Heavyweights (1994)|Duck Soup (1933)|Some Like It Hot (1959)|Bringing Up Baby (1938)|My Left Foot (1989)
Chasing Amy (1997)|Cop Land (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Saint, The (1997)|You So Crazy (1994)
Billy Madison (1995)|Legends of the Fall (1994)|Jurassic Park (1993)|Private Benjamin (1980)|Starship Troopers (1997)|Midnight in the Garden of Good and Evil (1997)|Casablanca (1942)|Thin Man, The (1934)|Philadelphia (1993)|Until the End of the World (Bis ans Ende der Welt) (1991)
unknown|Ice Storm, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Rainmaker, The (1997)|Midnight in the Garden of Good and Evil (1997)|Apt Pupil (1998)|Beauty and the Beast (1991)|Life Less Ordinary, A (1997)|Mr. Magoo (1997)|Hugo Pool (1997)
Braveheart (1995)|Crow, The (1994)|Sleepless in Seattle (1993)|Aladdin (1992)|Princess Bride, The (1987)|Secrets & Lies (1996)|Midnight in the Garden of Good and Evil (1997)|African Queen, The (1951)|Annie Hall (1977)|MatchMaker, The (1997)
Good Will Hunting (1997)|Sense and Sensibility (1995)|Secrets & Lies (1996)|Cop Land (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)
Secrets & Lies (1996)|Air Force One (1997)|Mother (1996)|Mad City (1997)|My Own Private Idaho (1991)|White Man's Burden (1995)|Mary Shelley's Frankenstein (1994)|Vegas Vacation (1997)|Peacemaker, The (1997)|You So Crazy (1994)
Four Weddings and a Funeral (1994)|So I Married an Axe Murderer (1993)|Terminator 2: Judgment Day (1991)|Cinema Paradiso (1988)|Apocalypse Now (1979)|This Is Spinal Tap (1984)|Breaking the Waves (1996)|Fifth Element, The (1997)|Men in Black (1997)|Replacement Killers, The (1998)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|I.Q. (1994)|Dances with Wolves (1990)|Supercop (1992)|Princess Bride, The (1987)|Brazil (1985)|Graduate, The (1967)|James and the Giant Peach (1996)|Ruling Class, The (1972)
Copycat (1995)|Army of Darkness (1993)|Nikita (La Femme Nikita) (1990)|Mirror Has Two Faces, The (1996)|James and the Giant Peach (1996)|Man Who Would Be King, The (1975)|Touch of Evil (1958)|Scream 2 (1997)|Farewell My Concubine (1993)|War Room, The (1993)
Taxi Driver (1976)|Smilla's Sense of Snow (1997)|Men in Black (1997)|Sabrina (1995)|Up Close and Personal (1996)|Farinelli: il castrato (1994)|Fire on the Mountain (1996)|Jumanji (1995)|Rich Man's Wife, The (1996)|You So Crazy (1994)
Delicatessen (1991)|Army of Darkness (1993)|Citizen Ruth (1996)|Marvin's Room (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Wishmaster (1997)|Girl 6 (1996)|Love Jones (1997)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Room with a View, A (1986)|Citizen Ruth (1996)|Scream (1996)|Bob Roberts (1992)|White Man's Burden (1995)|Wild Bill (1995)|Village of the Damned (1995)|McHale's Navy (1997)|Loch Ness (1995)
Haunted World of Edward D. Wood Jr., The (1995)|Empire Strikes Back, The (1980)|My Best Friend's Wedding (1997)|In & Out (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Saint, The (1997)|Career Girls (1997)|New Age, The (1994)
Richard III (1995)|Professional, The (1994)|Spitfire Grill, The (1996)|Empire Strikes Back, The (1980)|Terminator, The (1984)|Dead Poets Society (1989)|Sabrina (1995)|Some Like It Hot (1959)|Bringing Up Baby (1938)
Postino, Il (1994)|Muppet Treasure Island (1996)|Belle de jour (1967)|I.Q. (1994)|Ref, The (1994)|Lone Star (1996)|Breaking the Waves (1996)|Restoration (1995)|River Wild, The (1994)
Postino, Il (1994)|Rumble in the Bronx (1995)|I.Q. (1994)|Swingers (1996)|Citizen Ruth (1996)|Sabrina (1995)|Time to Kill, A (1996)|Deer Hunter, The (1978)|Interview with the Vampire (1994)|Village of the Damned (1995)
Muppet Treasure Island (1996)|Sleepless in Seattle (1993)|Brazil (1985)|Good, The Bad and The Ugly, The (1966)|Blues Brothers, The (1980)|Cyrano de Bergerac (1990)|Apartment, The (1960)|East of Eden (1955)|Around the World in 80 Days (1956)|Third Man, The (1949)
Blues Brothers, The (1980)|Hoodlum (1997)|My Fair Lady (1964)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|M (1931)|Boys on the Side (1995)
Striptease (1996)|Smilla's Sense of Snow (1997)|Turbo: A Power Rangers Movie (1997)|Sabrina (1995)|Restoration (1995)|Deceiver (1997)|Edge, The (1997)|Wishmaster (1997)|Beautiful Girls (1996)|Freeway (1996)
Striptease (1996)|Breaking the Waves (1996)|Jaws (1975)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|Mulholland Falls (1996)|Dear God (1996)|Waiting to Exhale (1995)
Jungle2Jungle (1997)|Lost World: Jurassic Park, The (1997)|Men in Black (1997)|Kiss the Girls (1997)|Jack (1996)|White Man's Burden (1995)|Wild Bill (1995)|Wolf (1994)|Wyatt Earp (1994)|City of Angels (1998)
Twelve Monkeys (1995)|Bad Boys (1995)|Ref, The (1994)|Dances with Wolves (1990)|Mr. Smith Goes to Washington (1939)|Return of the Pink Panther, The (1974)|Last of the Mohicans, The (1992)|Men in Black (1997)|Hour of the Pig, The (1993)|Addiction, The (1995)
Marvin's Room (1996)|Midnight in the Garden of Good and Evil (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|G.I. Jane (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|Kid in King Arthur's Court, A (1995)|Another Stakeout (1993)|Tomorrow Never Dies (1997)|That Darn Cat! (1997)
Copycat (1995)|Legends of the Fall (1994)|Professional, The (1994)|Quiz Show (1994)|Dances with Wolves (1990)|Apocalypse Now (1979)|Return of the Jedi (1983)|Bridge on the River Kwai, The (1957)|Jerry Maguire (1996)|Highlander (1986)
Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Citizen Kane (1941)|Delicatessen (1991)|Good, The Bad and The Ugly, The (1966)|Apocalypse Now (1979)|Nikita (La Femme Nikita) (1990)|Shining, The (1980)|Back to the Future (1985)|Gandhi (1982)
Men in Black (1997)|Starship Troopers (1997)|Jackie Brown (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Jackal, The (1997)|You So Crazy (1994)
Bad Boys (1995)|Spitfire Grill, The (1996)|12 Angry Men (1957)|Apocalypse Now (1979)|Jerry Maguire (1996)|James and the Giant Peach (1996)|Some Like It Hot (1959)|Around the World in 80 Days (1956)|Third Man, The (1949)|Wild Reeds (1994)
Babe (1995)|Professional, The (1994)|Private Benjamin (1980)|Terminator, The (1984)|M*A*S*H (1970)|Secrets & Lies (1996)|Down by Law (1986)|Heavenly Creatures (1994)|Dark City (1998)|Oliver & Company (1988)
Bad Boys (1995)|Billy Madison (1995)|Psycho (1960)|Field of Dreams (1989)|Pinocchio (1940)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Swiss Family Robinson (1960)|Sleepers (1996)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Postino, Il (1994)|Striptease (1996)|Apocalypse Now (1979)|Breaking the Waves (1996)|Jaws (1975)|Kolya (1996)|Batman & Robin (1997)|Sabrina (1995)|Body Snatchers (1993)
Four Rooms (1995)|Muppet Treasure Island (1996)|Cyrano de Bergerac (1990)|Secrets & Lies (1996)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Client, The (1994)|Cinderella (1950)|Fantasia (1940)|Arsenic and Old Lace (1944)
Remains of the Day, The (1993)|Gone with the Wind (1939)|Unforgiven (1992)|unknown|Marvin's Room (1996)|Some Like It Hot (1959)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Spitfire Grill, The (1996)|Lost World: Jurassic Park, The (1997)|Rosewood (1997)|In & Out (1997)|Apt Pupil (1998)|Kiss the Girls (1997)|Until the End of the World (Bis ans Ende der Welt) (1991)|C'est arrivé près de chez vous (1992)|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)|Set It Off (1996)
Face/Off (1997)|Apostle, The (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Quick and the Dead, The (1995)|She's So Lovely (1997)|You So Crazy (1994)
Chasing Amy (1997)|Full Monty, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Deceiver (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Murder at 1600 (1997)|Kiss the Girls (1997)|Mad City (1997)|Heavenly Creatures (1994)|Grease 2 (1982)
Free Willy (1993)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|House Arrest (1996)
Hudsucker Proxy, The (1994)|Dances with Wolves (1990)|Spitfire Grill, The (1996)|Princess Bride, The (1987)|Psycho (1960)|Graduate, The (1967)|Breaking the Waves (1996)|Batman (1989)|Harold and Maude (1971)|Casablanca (1942)
Secrets & Lies (1996)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Devil's Advocate, The (1997)|Deceiver (1997)|Dante's Peak (1997)|Jackie Brown (1997)|Jackal, The (1997)|Seven Years in Tibet (1997)|Amistad (1997)|Fathers' Day (1997)
Richard III (1995)|Citizen Kane (1941)|Return of the Jedi (1983)|Raging Bull (1980)|Right Stuff, The (1983)|Back to the Future (1985)|Men in Black (1997)|Amityville Curse, The (1990)|Vertigo (1958)|Some Like It Hot (1959)
Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Jane Eyre (1996)|Waiting for Guffman (1996)|Con Air (1997)|Love! Valour! Compassion! (1997)|You So Crazy (1994)
Four Rooms (1995)|Legends of the Fall (1994)|Brazil (1985)|Indiana Jones and the Last Crusade (1989)|Breaking the Waves (1996)|Citizen Ruth (1996)|Turbo: A Power Rangers Movie (1997)|Switchback (1997)|Four Days in September (1997)
Apocalypse Now (1979)|Marvin's Room (1996)|Air Force One (1997)|Mother (1996)|Waterworld (1995)|White Man's Burden (1995)|Blown Away (1994)|Body Snatchers (1993)|Boxing Helena (1993)|Benny & Joon (1993)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Usual Suspects, The (1995)|Angels and Insects (1995)|Rumble in the Bronx (1995)|Blues Brothers 2000 (1998)|Hellraiser: Bloodline (1996)|Heavy (1995)|Shaggy Dog, The (1959)|Portrait of a Lady, The (1996)|You So Crazy (1994)
GoldenEye (1995)|Cold Comfort Farm (1995)|Swingers (1996)|Citizen Ruth (1996)|River Wild, The (1994)|Pinocchio (1940)|Wild Bill (1995)|Farinelli: il castrato (1994)|Balto (1995)|You So Crazy (1994)
White Balloon, The (1995)|Apocalypse Now (1979)|Jerry Maguire (1996)|When the Cats Away (Chacun cherche son chat) (1996)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)
Aladdin (1992)|Terminator 2: Judgment Day (1991)|Sound of Music, The (1965)|Jude (1996)|Sleeper (1973)|Private Benjamin (1980)|Evil Dead II (1987)|Young Frankenstein (1974)|Fantasia (1940)|Butch Cassidy and the Sundance Kid (1969)
Free Willy (1993)|Bedknobs and Broomsticks (1971)|Brazil (1985)|Sting, The (1973)|Men in Black (1997)|Ulee's Gold (1997)|Client, The (1994)|Sabrina (1954)|Treasure of the Sierra Madre, The (1948)|Switchback (1997)
When the Cats Away (Chacun cherche son chat) (1996)|G.I. Jane (1997)|How to Be a Player (1997)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Canadian Bacon (1994)|Benny & Joon (1993)|Tie That Binds, The (1995)|You So Crazy (1994)
Mighty Aphrodite (1995)|Legends of the Fall (1994)|Home Alone (1990)|Breakfast at Tiffany's (1961)|On Golden Pond (1981)|Private Benjamin (1980)|Delicatessen (1991)|Unforgiven (1992)|Cyrano de Bergerac (1990)|This Is Spinal Tap (1984)
Princess Bride, The (1987)|Ice Storm, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Sabrina (1995)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
unknown|Man Who Knew Too Little, The (1997)|Wedding Singer, The (1998)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Tomorrow Never Dies (1997)|Soul Food (1997)
Army of Darkness (1993)|Terminator, The (1984)|Cape Fear (1991)|Marvin's Room (1996)|Donnie Brasco (1997)|Hoodlum (1997)|G.I. Jane (1997)|187 (1997)|One Flew Over the Cuckoo's Nest (1975)|Butch Cassidy and the Sundance Kid (1969)
Last of the Mohicans, The (1992)|Steel (1997)|Rainmaker, The (1997)|House of Yes, The (1997)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Benny & Joon (1993)|Burnt By the Sun (1994)|Underworld (1997)|You So Crazy (1994)
Santa Clause, The (1994)|Sleepless in Seattle (1993)|Dances with Wolves (1990)|Spitfire Grill, The (1996)|Henry V (1989)|Client, The (1994)|Heathers (1989)|Some Like It Hot (1959)|Wings of Desire (1987)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Babe (1995)|So I Married an Axe Murderer (1993)|Citizen Kane (1941)|Empire Strikes Back, The (1980)|Clockwork Orange, A (1971)|Army of Darkness (1993)|Henry V (1989)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|American in Paris, An (1951)|Farewell My Concubine (1993)
Copycat (1995)|Snow White and the Seven Dwarfs (1937)|Private Benjamin (1980)|12 Angry Men (1957)|Amadeus (1984)|Jerry Maguire (1996)|In the Name of the Father (1993)|Client, The (1994)|Some Like It Hot (1959)|Touch of Evil (1958)
Bedknobs and Broomsticks (1971)|Sound of Music, The (1965)|Raging Bull (1980)|Nikita (La Femme Nikita) (1990)|Star Trek III: The Search for Spock (1984)|Some Like It Hot (1959)|My Left Foot (1989)|Annie Hall (1977)|M (1931)
Air Bud (1997)|Gattaca (1997)|Marvin's Room (1996)|Hoodlum (1997)|In & Out (1997)|White Man's Burden (1995)|Mary Shelley's Frankenstein (1994)|MatchMaker, The (1997)|Career Girls (1997)|You So Crazy (1994)
Hoodlum (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Mother (1996)|Kiss the Girls (1997)|Mad City (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Mrs. Dalloway (1997)|You So Crazy (1994)
Kolya (1996)|Crash (1996)|Cop Land (1997)|Critical Care (1997)|Waterworld (1995)|Mary Shelley's Frankenstein (1994)|Excess Baggage (1997)|That Darn Cat! (1997)|Soul Food (1997)|You So Crazy (1994)
Secrets & Lies (1996)|Air Force One (1997)|Ulee's Gold (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|Jackal, The (1997)|Benny & Joon (1993)|Home Alone 3 (1997)
Absolute Power (1997)|Hoodlum (1997)|Crash (1996)|One Flew Over the Cuckoo's Nest (1975)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Fire on the Mountain (1996)|Benny & Joon (1993)
Babe (1995)|Contact (1997)|Deceiver (1997)|U Turn (1997)|Critical Care (1997)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Flubber (1997)|Kundun (1997)
Dances with Wolves (1990)|One Flew Over the Cuckoo's Nest (1975)|Birds, The (1963)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|Bride of Frankenstein (1935)|You So Crazy (1994)
Bad Boys (1995)|Private Benjamin (1980)|Nikita (La Femme Nikita) (1990)|Unforgiven (1992)|In the Name of the Father (1993)|Aladdin and the King of Thieves (1996)|Transformers: The Movie, The (1986)|Forbidden Planet (1956)|Around the World in 80 Days (1956)|City of Angels (1998)
Gattaca (1997)|Midnight in the Garden of Good and Evil (1997)|Critical Care (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)
Rock, The (1996)|Striptease (1996)|Frighteners, The (1996)|Up Close and Personal (1996)|Scream (1996)|Donnie Brasco (1997)|One Flew Over the Cuckoo's Nest (1975)|Bastard Out of Carolina (1996)|Vampire in Brooklyn (1995)|Loch Ness (1995)
